2020,"SUSTAINABILITY-DISCLOSURES AND FINANCIAL PERFORMANCE: SHARIAH COMPLIANT VS NON-SHARIAH-COMPLIANT INDONESIAN FIRMS",24606146,"Journal of Islamic Monetary Economics and Finance","6","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,8,0,8
2020,"ISLAMIC BANKING AND BANK PERFORMANCE IN MALAYSIA: AN EMPIRICAL ANALYSIS",24606146,"Journal of Islamic Monetary Economics and Finance","6","3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,5,5,1,3,25,0,25
2020,"Governance and risk-taking in conventional and Islamic banks",03074358,"Managerial Finance","47","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,0,13,0,13
2020,"A conventional and Sharī'ah analysis of bitcoin",02680556,"Arab Law Quarterly","35","1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,9,0,9
2020,"What bank specific and macroeconomic elements influence non-performing loans in Bangladesh? Evidence from conventional and Islamic banks",26431092,"Green Finance","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,2,0,5,16,0,16
2020,"Conventional futures: A review of major issues from the Islamic finance perspective",17575648,"International Journal of Pluralism and Economics Education","11","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,4
2020,"Lattice quantum field theory of the dirac and gauge fields: Selected topics",,"Lattice Quantum Field Theory of the Dirac and Gauge Fields: Selected Topics","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2
2020,"Higher education performance of muslim countries islamic economics as an illustrative case",13087800,"Journal of Economic Cooperation and Development","41","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,3
2020,"A critical examination towards the Islamic discourse on ""limited liability""",2229984X,"UUM Journal of Legal Studies","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,4
2020,"Determinants contributing to the primary market spread of securitization in Malaysia",22011315,"International Journal of Innovation, Creativity and Change","11","12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,5,0,5
2020,"Comment on “Protectionism under Trump: The China Shock, Deplorables, and the First White President”",18328105,"Asian Economic Policy Review","15","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2020,"Maqāṣid al-Sharīʿah in Islamic Contracts: A Study of Current Practices of Islamic Finance in Light of Islamic Legal Maxims",,"The Objectives of Islamic Law: The Promises and Challenges of the Maqasid al-Shari'a","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2019,"An empirical study of the challenges facing zakat and waqf institutions in Northern Nigeria",01281976,"ISRA International Journal of Islamic Finance","11","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,6,16,8,3,48,0,48
2019,"Court referral and Nigeria's Financial Regulation Advisory Council of Experts (FRACE)",01281976,"ISRA International Journal of Islamic Finance","11","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,1,10,0,10
2019,"Intricacies of competition, stability, and diversification: Evidence from dual banking economies",02649993,"Economic Modelling","83","",0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,13,14,12,10,6,76,0,76
2019,"How does microfinance prosper? An analysis of environmental, social, and governance context",09680802,"Sustainable Development","27","6",0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,2,10,5,3,33,0,33
2019,"Merton's equation and the quantum oscillator II: Option pricing",03784371,"Physica A: Statistical Mechanics and its Applications","532","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2019,"The effectiveness of the bank lending channel: The role of banks’ market power and business model",20840845,"Contemporary Economics","13","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2
2019,"Regulating fintech businesses: The malaysian experience",,"Impact of Financial Technology (FinTech) on Islamic Finance and Financial Stability","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,3
2019,"How do Islamic equities respond to monetary actions?",17468809,"International Journal of Emerging Markets","14","4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,12,0,12
2019,"Towards conceptualizing ethical decision-making model in marketing: A religious–humanistic approach with special reference to ethical philosophy in Islam",17590833,"Journal of Islamic Marketing","10","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,8,0,8
2019,"Do environmental, social and governance performance affect the financial performance of banks? A cross-country study of emerging market banks",14777835,"Management of Environmental Quality: An International Journal","30","6",0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,29,42,65,82,44,283,0,283
2019,"View from practice: Stock market reaction to sukuk credit rating changes in Malaysia",10964762,"Thunderbird International Business Review","61","5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,1,9,0,9
2019,"Doing well while doing good: The case of Islamic and sustainability equity investing",22148450,"Borsa Istanbul Review","19","3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,9,9,7,5,51,0,51
2019,"The substitution hypothesis of agency conflicts: Evidence on Shariah compliant equities",10440283,"Global Finance Journal","41","",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,1,1,12,0,12
2019,"Does competition make banks riskier in dual banking system?",22148450,"Borsa Istanbul Review","19","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,12,8,8,4,49,0,49
2019,"Size, correlations, and diversification: New evidence from an application of wavelet approach to the emerging Islamic mutual fund industry",22148450,"Borsa Istanbul Review","19","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,4
2019,"Refugee Entrepreneurship: Empirical Quantitative Evidence on Microenterprises in Refugee Camps in Turkey",15562948,"Journal of Immigrant and Refugee Studies","17","3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,8,6,9,2,33,0,33
2019,"Proposed models for unit trust waqf and the parameters for their application",01281976,"ISRA International Journal of Islamic Finance","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,6,8,10,6,38,0,38
2019,"Contemporary issues of form and substance: an Islamic law perspective",01281976,"ISRA International Journal of Islamic Finance","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,2,2,6,21,0,21
2019,"A proposal designed for calibrating the liquidity coverage ratio for Islamic banks",01281976,"ISRA International Journal of Islamic Finance","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,7,4,0,19,0,19
2019,"Islamic venture capital – issues in practice",01281976,"ISRA International Journal of Islamic Finance","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,0,1,1,13,0,13
2019,"A proposed human resource management model for zakat institutions in Malaysia",01281976,"ISRA International Journal of Islamic Finance","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,10,6,4,34,0,34
2019,"A statistical model of the firm",03784371,"Physica A: Statistical Mechanics and its Applications","524","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2
2019,"Jurisprudence and demand for halal meat in OIC",0007070X,"British Food Journal","121","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,8,0,8
2019,"Should banks be averse to elections? A GMM analysis of recent elections in Ghana",20771886,"Journal of Economics, Finance and Administrative Science","24","47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,5,0,5
2019,"Foreign direct investment and institutional stability: who drives whom?",20771886,"Journal of Economics, Finance and Administrative Science","24","47",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,7,3,2,2,24,0,24
2019,"Is there a cost for adopting faith-based investment styles?",,"Islamic Corporate Finance","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,3
2019,"Oil and macro-financial linkages: Evidence from the GCC countries",10629769,"Quarterly Review of Economics and Finance","72","",0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,8,8,3,4,4,38,0,38
2019,"Feature Selection for Financial Data Classification: Islamic Finance Application",,"2018 IEEE 5th International Conference on Smart Instrumentation, Measurement and Application, ICSIMA 2018","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019,"Evaluating stability in dual banking system: Comparison between conventional and islamic banks in malaysia",23956518,"Humanities and Social Sciences Reviews","7","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,4
2019,"The impact of social and environmental sustainability on financial performance: A global analysis of the banking sector",1042444X,"Journal of Multinational Financial Management","49","",0,0,0,0,0,0,0,0,0,0,0,0,1,13,22,27,57,72,87,45,324,0,324
2019,"Structural changes, competition and bank stability in Malaysia's dual banking system",09393625,"Economic Systems","43","1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,6,7,6,3,46,0,46
2019,"Cross-country evidence of Islamic portfolio diversification: are there opportunities in Saudi Arabia?",03074358,"Managerial Finance","45","1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,2,1,0,12,0,12
2019,"The Impact of Charter Values on Bank Capital in Asia: A Threshold Regression Analysis",1540496X,"Emerging Markets Finance and Trade","55","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2
2019,"Financial intermediation costs in a dual banking system: The role of islamic banking",14108046,"Buletin Ekonomi Moneter dan Perbankan/Monetary and banking economics bulletin","22","4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,5,3,2,21,0,21
2019,"Efficiency and bank margins: a comparative analysis of Islamic and conventional banks in Yemen",17590817,"Journal of Islamic Accounting and Business Research","10","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,4,9,1,0,22,0,22
2019,"An Examination of Factors Affecting Excess Liquidity, Evidence from Islamic Banks in Malaysia",,"The Future of Risk Management: Volume II: Perspectives on Financial and Corporate Strategies","2","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2019,"The international transmission of volatility shocks on an emerging economy: The case of Malaysia",15114554,"Malaysian Journal of Economic Studies","56","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,0,4
2019,"Optimum financing portfolio of islamic microfinance institutions: Indonesia case",13165216,"Utopia y Praxis Latinoamericana","24","Extra5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2019,"Fintech Integration Process Suggestion for Banks",18770509,"Procedia Computer Science","158","",0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,10,9,11,1,52,0,52
2019,"Re-estimation and modelling shadow economy in malaysia: Does financial development mitigate shadow economy?",15116670,"International Journal of Business and Society","20","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2,1,0,14,0,14
2019,"Mitigating fatalities and damages due to natural disasters: Do human development and corruption matters?",01271962,"Jurnal Ekonomi Malaysia","53","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,4
2019,"Shariah view on consumption tax: Malaysian GST and SST as case studies",15112802,"Malaysian Journal of Consumer and Family Economics","22","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2019,"Capital regulation and islamic banking performance: Panel evidence",14108046,"Buletin Ekonomi Moneter dan Perbankan/Monetary and banking economics bulletin","22","1",0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,5,3,3,0,2,27,0,27
2019,"Rethinking Islamic economics",10187383,"Journal of King Abdulaziz University, Islamic Economics","32","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
2019,"Efficiency, asset quality and stability of the banking sector in Malaysia",15114554,"Malaysian Journal of Economic Studies","56","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,6,0,6
2019,"Capital structure and shari’ah compliance firms: Malaysian evidence",,"Islamic Finance, Risk-Sharing and Macroeconomic Stability","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2019,"Portfolio diversification and oil price shocks: A sector wide analysis",21464553,"International Journal of Energy Economics and Policy","9","3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2
2019,"Islamic Capital Markets: A Comparative Approach, Second Edition",,"Islamic Capital Markets: A Comparative Approach, Second Edition","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
2018,"Islamic Banking and Finance: Beyond Comparison and Investment Opportunities",0927538X,"Pacific Basin Finance Journal","52","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,3
2018,"Demystifying small and medium enterprises’ (SMEs) performance in emerging and developing economies",22148450,"Borsa Istanbul Review","18","4",0,0,0,0,0,0,0,0,0,0,0,0,6,7,14,23,26,39,31,23,169,0,169
2018,"Trade–finance complementarity and carbon emission intensity: panel evidence from middle-income countries",21945403,"Environment Systems and Decisions","38","4",0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,2,1,2,1,14,0,14
2018,"Portfolio Diversification Benefits at Different Investment Horizons During the Arab Uprisings: Turkish Perspectives Based on MGARCH–DCC and Wavelet Approaches",1540496X,"Emerging Markets Finance and Trade","54","14",0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,5,3,2,1,1,22,0,22
2018,"Tax evasion, tax burden and economic development in asean-5 economies: A mimic model analysis",09760245,"Indian Journal of Public Health Research and Development","9","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2018,"Does low leverage minimise the impact of financial shocks? New optimisation strategies using Islamic stock screening for European portfolios",10424431,"Journal of International Financial Markets, Institutions and Money","57","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,2,2,12,0,12
2018,"Empirical evidence of risk shifting in bonds and debt-based sukuk: The case of Malaysian corporations",17590817,"Journal of Islamic Accounting and Business Research","9","5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,1,9,0,9
2018,"Determinants of capital structure: evidence from Shari'ah compliant and non-compliant firms",0927538X,"Pacific Basin Finance Journal","51","",0,0,0,0,0,0,0,0,0,0,0,1,3,11,12,6,15,9,11,4,72,0,72
2018,"Does poverty lead to crime? Evidence from the United States of America",03068293,"International Journal of Social Economics","45","10",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,2,6,6,28,0,28
2018,"Nonfinancial traits and financial smartness: International evidence from Shariah-compliant and Socially responsible funds",10424431,"Journal of International Financial Markets, Institutions and Money","56","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,1,1,13,0,13
2018,"Islamic conception of psychological nature of man; development and validation of scale with special reference to Al-Ghazali’s model",25149369,"International Journal of Ethics and Systems","34","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,1,0,10,0,10
2018,"Do Islamic Stock Returns Hedge Against Inflation? A Wavelet Approach",1540496X,"Emerging Markets Finance and Trade","54","10",0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,4,3,2,0,0,16,0,16
2018,"FINANCE AND INEQUALITY IN EIGHT ASIAN COUNTRIES: DOES SIZE MATTER",14108046,"Buletin Ekonomi Moneter dan Perbankan/Monetary and banking economics bulletin","21","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2
2018,"Perspective of corporate governance and ethical issues with profit sharing investment accounts in Islamic banks",13581988,"Journal of Financial Regulation and Compliance","26","3",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,3,2,3,19,0,19
2018,"Does prospectus information matter in IPO pricing?",17590817,"Journal of Islamic Accounting and Business Research","9","4",0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,6,3,3,0,1,22,0,22
2018,"Sukuk announcement effects during financial crisis: the case for Indonesia",17590817,"Journal of Islamic Accounting and Business Research","9","4",0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,9,0,9
2018,"Comment on “US Trade Policy in the Trump Administration”",18328105,"Asian Economic Policy Review","13","2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2018,"Is gold a hedge or a safe haven? An application of ARDL approach",20771886,"Journal of Economics, Finance and Administrative Science","23","44",0,0,0,0,0,0,0,0,0,0,0,1,2,8,8,3,9,5,4,1,41,0,41
2018,"Unveiling the diversification benefits of Islamic equities and commodities: Evidence from multivariate-GARCH and continuous wavelet analysis",03074358,"Managerial Finance","44","6",0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,1,1,0,0,15,0,15
2018,"Islamic Financial Services Act (IFSA) 2013 and the Sharīʿah-compliance requirement of the Islamic finance industry in Malaysia",01281976,"ISRA International Journal of Islamic Finance","10","1",0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,6,6,4,12,5,45,0,45
2018,"Framework for financial hardship indebtedness management in abandoned housing projects in Malaysia",01281976,"ISRA International Journal of Islamic Finance","10","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2
2018,"Sale with the temporary exclusion of usufruct: A critical examination of its use in financing home purchases",01281976,"ISRA International Journal of Islamic Finance","10","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2018,"Academic sociology: The alarming rise in predatory publishing and its consequences for Islamic economics and finance",01281976,"ISRA International Journal of Islamic Finance","10","1",0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,1,1,11,0,11
2018,"Bonds with index-linked stochastic coupons in quantum finance",03784371,"Physica A: Statistical Mechanics and its Applications","499","",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,5,0,5
2018,"Bank lending, deposits and risk-taking in times of crisis: A panel analysis of Islamic and conventional banks",15660141,"Emerging Markets Review","35","",0,0,0,0,0,0,0,0,0,0,0,4,10,13,12,13,17,19,24,5,117,0,117
2018,"Exploring Portfolio Diversification Opportunities Through Venture Capital Financing: Evidence from MGARCH-DCC, Markov Switching, and Wavelet Approaches",1540496X,"Emerging Markets Finance and Trade","54","6",0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,0,1,0,11,0,11
2018,"Unraveling the Financial Contagion in European Stock Markets During Financial Crises: Multi-Timescale Analysis",1540496X,"Emerging Markets Finance and Trade","54","4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,7,0,7
2018,"Funding development infrastructure without leverage: A risk-sharing alternative using innovative sukuk structures",03785920,"World Economy","41","3",0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,5,5,2,2,4,25,0,25
2018,"Islamic economics and Islamic finance in the world economy",03785920,"World Economy","41","3",0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,2,3,8,1,27,0,27
2018,"Risky forward interest rates and swaptions: Quantum finance model and empirical results",03784371,"Physica A: Statistical Mechanics and its Applications","492","",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,3
2018,"Statistical field theory of futures commodity prices",03784371,"Physica A: Statistical Mechanics and its Applications","492","",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,3
2018,"Debunking myth: economic values in the Arab World through the prism of opinion polls",17938120,"Middle East Development Journal","10","1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,7,0,7
2018,"Issues in Islamic Equities: A Literature Survey",1540496X,"Emerging Markets Finance and Trade","54","1",0,0,0,0,0,0,0,0,0,0,2,9,2,11,8,8,9,9,14,2,74,0,74
2018,"Fintech and Islamic finance: Setting the Sharī‘ah parameters",,"Fintech in Islamic Finance: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,3,14,0,14
2018,"Integrating waqf crowdfunding into the blockchain: A modern approach for creating a waqf market",,"Fintech in Islamic Finance: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,3,2,13,0,13
2018,"The Investment Account Platform: A practical application of fintech in Malaysia",,"Fintech in Islamic Finance: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2018,"Quantum Field Theory for Economics and Finance",,"Quantum Field Theory for Economics and Finance","","",0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,7,6,2,0,27,0,27
2018,"The less developed states are converging to the richer state in Malaysia: An empirical investigation with some robust results",1823836X,"International Journal of Economics and Management","12","Special Issue 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
2018,"An analysis on adult learners' satisfaction in online education programmes",18657923,"International Journal of Interactive Mobile Technologies","12","7",0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,6,5,1,1,0,24,0,24
2018,"Islamic Crowdfunding: Fundamentals, Developments and Challenges",00211842,"Islamic Quarterly","62","3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,8,3,5,2,30,0,30
2018,"Financial reporting dimensions of intangibles in the context of islamic finance",13946870,"Al-Shajarah","","Special Issue: ISLAMIC BANKING AND FINANCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2018,"Comparative shari’ah governance framework in selected muslim countries",13946870,"Al-Shajarah","","Special Issue: ISLAMIC BANKING AND FINANCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,5,0,5
2018,"Financial access and inequality: A quantile assessment",1823836X,"International Journal of Economics and Management","12","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,2,2,14,0,14
2018,"The impact of management, family, and institution on the auditor's going concern opinion issuance decision",1823836X,"International Journal of Economics and Management","12","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,3
2018,"Does competition affect banks’ stability? Evidence from ASEAN economies",10121587,"Opcion","34","Special Issue 16",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2018,"Establishing the financial reporting of cryptocurrency in light of existing international reporting",10121587,"Opcion","34","Special Issue 16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,3
2018,"Determinant of securitization spread in Malaysia",15116670,"International Journal of Business and Society","19","3",0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,0,1,1,15,0,15
2018,"Who drives whom-sukuk or bond? A new evidence from granger causality and wavelet approach",10583300,"Review of Financial Economics","36","2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,7,5,3,2,3,30,0,30
2018,"The impact of human development on natural disaster fatalities and damage: panel data evidence",1331677X,"Economic Research-Ekonomska Istrazivanja","31","1",0,0,0,0,0,0,0,0,0,0,0,0,2,6,11,5,7,6,6,7,50,0,50
2018,"Sukuk rating prediction using voting ensemble strategy",20888708,"International Journal of Electrical and Computer Engineering","8","1",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4,0,4
2018,"Seeking specific relief in cases of Islamic banking in Malaysia – an analysis",1754243X,"International Journal of Law and Management","60","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2018,"Establishment of Islamic capital market in jurisdictions with limited Islamic financial services: Case study of Maldives",1754243X,"International Journal of Law and Management","60","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,3
2018,"Modern history of Islamic finance and a strategic roadmap for its development in Turkey",,"Turkish Economy: Between Middle Income Trap and High Income Status","","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,6,0,6
2018,"Remittance and growth nexus: Bootstrap panel granger-causality evidence from high remittance receiving countries",17569850,"International Journal of Economics and Business Research","15","3",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,1,9,0,9
2018,"Analysis of commodity reserve currency system from Siyasah Shariyyah perspective",17590817,"Journal of Islamic Accounting and Business Research","9","2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,0,4
2018,"Musharakah Mutanaqisah home financing: issues in practice",17590817,"Journal of Islamic Accounting and Business Research","9","1",0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,2,3,26,0,26
2017,"Contra trading in Bursa Malaysia Securities Berhad: a Sharīʿah and legal appraisal",01281976,"ISRA International Journal of Islamic Finance","9","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2017,"The concept and application of ḍamān al-milkiyyah (ownership risk): Islamic law of contract perspective",01281976,"ISRA International Journal of Islamic Finance","9","2",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,8,1,4,23,0,23
2017,"The effect of IFSA 2013 on late payment of takāful benefits",01281976,"ISRA International Journal of Islamic Finance","9","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
2017,"Sharīʿah non-compliant assets as rahn (pledge) in Islamic banking products: a fiqhī perspective",01281976,"ISRA International Journal of Islamic Finance","9","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0,6
2017,"The goods and services tax (GST) on takāful products: a critical Sharīʿah appraisal",01281976,"ISRA International Journal of Islamic Finance","9","2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0,4
2017,"An economic theory of Islamic finance",01281976,"ISRA International Journal of Islamic Finance","9","2",0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,4,5,6,5,2,31,0,31
2017,"Financial reporting of intangible assets in Islamic finance",01281976,"ISRA International Journal of Islamic Finance","9","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,3
2017,"Preference shares: analysis of Sharīʿah issues",01281976,"ISRA International Journal of Islamic Finance","9","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2017,"Application of law of evidence to Islamic banking with special reference to Malaysia",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","10","4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
2017,"Does a Held-to-Maturity Strategy Impede Effective Portfolio Diversification for Islamic Bond (Sukuk) Portfolios? A Multi-Scale Continuous Wavelet Correlation Analysis",1540496X,"Emerging Markets Finance and Trade","53","10",0,0,0,0,0,0,0,0,0,0,2,1,3,2,4,6,5,2,3,0,28,0,28
2017,"Is the regime of risk transfer sustainable? Impossible contract and inequality",02755319,"Research in International Business and Finance","41","",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2
2017,"Do profit-sharing investment account holders provide market discipline in an islamic banking system?",20534833,"Journal of Financial Regulation","3","2",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,4,1,11,0,11
2017,"Islamic student financing back securitization in Malaysia",19366612,"Advanced Science Letters","23","9",0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,2,5,1,0,0,16,0,16
2017,"Regional spillovers across transitioning emerging and frontier equity markets: A multi-time scale wavelet analysis",02649993,"Economic Modelling","65","",0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,7,10,3,3,2,38,0,38
2017,"Political stability and growth: An application of dynamic GMM and quantile regression",02649993,"Economic Modelling","64","",0,0,0,0,0,0,0,0,0,0,0,3,9,10,19,26,24,28,21,10,150,0,150
2017,"How Islamic are Islamic banks? A non-linear assessment of Islamic rate – conventional rate relations",02649993,"Economic Modelling","64","",0,0,0,0,0,0,0,0,0,0,0,2,3,5,7,5,10,1,3,2,38,0,38
